attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification
67,66,11975,12162,2921,10005,1782,15245,3873,384266,0
50,74,9584,13169,8359,22739,5986,1960,2926,354089,0
60,84,7478,15894,32064,10047,5541,11014,3426,315471,0
80,81,2605,8701,2404,2675,7688,6318,1982,310686,0
47,81,161759,281305,61964,69775,11189,4896,4368,306455,0
53,70,6210,58190,8446,18519,8452,8670,8203,328432,0
43,54,103122,11645,791,1672,3290,852,828,86805,0
21,64,71383,14796,13907,1595,4084,1110,2840,84727,0
34,70,5516,23311,14698,22184,14673,2540,2584,283682,0
41,78,1954,4255,9852,5222,4741,6577,6132,318198,0
60,84,12834,6350,5316,2556,10778,6588,2968,253462,0
66,78,100468,102918,19664,24399,11748,13906,3230,383608,0
84,67,19720,26407,10302,3240,12719,11635,3424,300826,0
75,78,28347,3802,41954,13731,2977,5762,2744,200099,0
66,90,3319,6663,18385,21262,7148,8703,1782,224696,0
69,96,12113,22974,37468,6456,8686,8629,2336,393916,0
67,100,224799,13405,6599,4790,6039,6385,555,102845,0
63,77,154133,391927,60133,3952,12365,26116,6041,377842,0
63,67,609054,158402,101402,38352,16659,54666,6184,730806,0
64,63,160299,62863,19755,35338,10603,17565,1247,202388,0
48,56,713191,307807,36481,20736,16563,15116,4147,162246,0
61,60,532808,55299,22938,2624,23856,21319,6912,402362,0
60,50,165581,21937,1535,2282,3338,3534,2064,82751,0
63,48,893626,497918,161728,59513,20275,10788,29536,96470,0
53,60,662156,14858,28844,11660,8612,4754,3198,20840,0
48,69,1124811,136504,36339,38575,9683,15021,11705,98215,0
27,78,101179,61005,44757,8144,6383,6635,13078,355589,0
43,77,96137,41978,11743,5122,3275,5274,3090,67377,0
37,64,327622,130835,15914,24597,27662,6472,5524,108229,0
29,64,614355,168783,79115,21083,16799,10477,7081,225296,0
21,60,868150,192982,27731,29714,9562,6120,7539,191008,0
11,64,607626,65896,42383,15034,7725,3720,3559,200488,0
16,66,1351751,101221,11684,35545,31863,9024,2355,180773,0
17,69,531792,58992,20767,35591,12601,6509,2753,225966,0
24,66,102302,36545,5352,3698,3429,2164,639,54623,0
24,61,63963,2244,519,290,621,194,241,12477,0
21,57,1025802,61238,23498,16906,11158,3523,4642,202314,0
20,57,832273,71143,9297,6819,12339,3195,1511,192262,0
24,56,541580,58925,27137,2776,19653,3749,5123,197389,0
29,60,389176,109227,21683,35620,21735,18488,4685,196640,0
29,47,473311,64063,1887,3894,6239,2574,967,57252,0
43,50,647280,123932,41655,18468,9348,31205,5714,236243,0
47,54,1936936,167643,104078,23545,10230,18446,5347,186762,0
51,70,1495282,86221,20115,21647,15725,9048,5106,240287,0
44,77,1312732,174473,25086,127436,33547,22864,13869,953461,0
47,69,1582611,100918,28572,11921,15106,11044,6771,225695,0
41,57,1278583,122492,21139,2371,14334,10097,10887,186082,0
41,63,520757,336025,182160,65157,22945,41830,28321,915075,0
43,61,984670,55935,28733,11183,13811,8858,4866,210572,0
41,66,515316,10648,2819,9841,4709,1334,5489,45448,0
34,66,192623,125897,6489,17757,25017,3602,5056,210876,0
38,70,820331,98057,72660,145418,29752,40907,16848,716945,0
23,70,1752843,111865,38622,25281,11940,2952,1459,195756,0
16,67,907751,79606,7234,45006,27116,3771,5026,170744,0
20,67,2521943,515418,32155,62480,76469,21549,15002,546856,0
20,57,343048,259337,36246,77777,76358,54462,46414,267146,0
61,67,6767,5655,4314,29663,16794,11913,30176,216028,0
80,74,165838,37929,8393,11815,11741,16920,15830,296216,0
83,70,108199,68830,12692,17479,22925,21060,15391,243094,0
67,66,110229,32412,17380,4638,3458,1793,2087,17704,0
63,53,564994,56117,9192,4592,23371,11824,14593,186207,0
63,60,17466,16761,9466,15270,13774,13372,14170,240253,0
69,60,26621,33863,5619,11153,7268,23391,5193,207007,0
88,61,948514,61239,66448,27994,24373,40820,12800,235190,0
81,60,753198,213444,11472,18915,29801,18811,12454,186393,0
70,57,1603171,35927,7140,30578,25704,7261,9561,197426,0
53,60,807244,120959,28680,14389,14246,7886,6239,181029,0
38,56,556675,194897,80798,20708,18239,15075,3616,187730,0
38,61,1412976,84246,6977,29832,43036,8770,6710,204652,0
29,51,392803,28807,995,3517,2519,1552,1724,45292,0
23,41,1872525,361637,16966,11080,10427,7771,4754,198900,0
26,30,1572919,145059,7743,14232,10288,11891,9381,225497,0
17,30,889165,95671,26556,1542,12131,3791,4541,186201,0
21,50,317514,36884,8785,9038,2846,1495,2806,45672,0
16,54,770855,225298,25654,34802,9461,12283,13503,173109,0
17,54,38874,6323,1004,946,611,263,245,12748,0
20,57,1411362,127282,31398,30000,19379,11270,4872,224431,0
14,48,569518,257701,21866,9521,7723,4521,3104,178356,0
14,47,894972,197289,19371,26022,45046,9901,5096,219596,0
17,47,1653254,113771,31957,7916,14037,7315,8391,221587,0
11,50,1392098,90851,41816,26861,22082,4110,8091,244505,0
14,54,1770126,227817,58454,8785,47677,6737,8083,231047,0
26,57,243970,126389,28663,24272,20442,26831,4759,217879,0
43,63,43324,46799,20043,26060,15161,29668,26920,235845,0
56,64,239785,17258,13501,7007,6435,4888,9637,59603,0
69,64,248748,426205,119752,31847,58770,59530,33512,223246,0
63,67,79597,25768,9347,4634,1086,2833,1018,18701,0
60,70,118641,55948,50832,21386,5588,31002,15290,191242,0
51,66,2367279,1081985,341241,161824,121445,75179,65706,541060,0
43,69,256115,30215,7750,6451,4239,1583,2432,45726,0
34,69,235125,6608,12856,3183,11899,2531,2329,37215,0
41,70,819857,33523,12149,20657,10840,9254,13303,155990,0
50,74,802965,67901,21091,19171,15422,10156,3328,141370,0
44,78,1222531,334212,333414,54094,43649,24035,21593,713259,0
47,74,2188769,57039,4278,26786,29932,10515,3633,174372,0
40,61,527120,214090,25975,10241,20883,14562,6267,199036,0
35,63,111556,12640,6460,616,1488,1147,1599,36307,0
48,53,854163,119432,23096,16163,23171,21092,19681,670191,0
47,66,1169498,11388,30040,13782,2162,5787,6863,172627,0
54,51,218176,115728,5116,11858,27711,16195,7609,416847,0
66,60,347509,47765,19887,69009,19905,19524,8106,279408,0
57,64,103264,169764,109160,38177,12031,21410,27696,241626,0
66,57,17741,66123,28255,14636,9468,44942,13397,178521,0
64,77,362635,26592,9129,44139,17299,7560,2631,67736,0
51,75,252657,45473,20253,15648,2570,3016,1917,52184,0
47,64,554292,104244,9598,17255,12485,5193,4384,164663,0
27,74,1439382,66922,45161,21481,9290,7918,8337,190581,0
26,66,196898,14859,4555,5603,1911,1691,1162,51617,0
29,56,741503,107677,17724,10772,13040,7277,3691,193493,0
24,56,745400,168898,26356,17703,8065,5031,3917,188656,0
37,53,1161515,55516,24488,20614,23765,17116,13824,149512,0
35,44,782783,100826,10816,16173,23474,7840,7963,83198,0
26,43,553454,16085,716,2825,1657,392,590,29427,0
43,54,574589,24191,28273,14095,7652,11163,5936,556646,0
41,50,783069,42313,8626,5152,6609,7716,1764,519280,0
35,57,1342164,209439,124014,16718,26024,10278,5580,512327,0
51,74,119566,22792,32149,15203,9440,8655,2979,533117,0
44,66,87800,65958,21841,16898,28591,6780,3656,454833,0
40,75,108771,14202,9698,6461,5765,3034,1082,131586,0
44,81,654316,13583,11987,24906,9339,2631,2554,123511,0
41,69,125283,20140,1395,5767,6110,2090,1096,104171,0
43,78,697687,52861,76029,8131,7521,11312,5012,428556,0
44,77,69347,5308,4307,1265,2346,1350,1108,112308,0
56,70,37410,28245,10756,33447,14558,12490,5303,472086,0
44,77,451552,196647,97682,13480,28354,7366,5608,456598,0
30,60,639292,212470,24707,12115,6354,4261,6758,456555,0
26,64,20801,24477,33443,7834,9822,5865,2513,472987,0
23,67,4319,17976,12866,15099,4194,5191,1904,464493,0
47,66,13219,24349,12660,9048,11263,14846,4995,456792,0
53,77,31597,30609,17995,3713,3082,1866,1183,98290,0
50,64,524127,40533,2196,23937,11950,8849,3894,382593,0
34,57,2002823,347243,61375,14592,39403,19811,22542,417561,0
50,54,64382,34048,13479,13102,11005,14041,6035,403539,0
54,56,292530,124155,91718,10875,5395,17339,21161,382152,0
51,56,173806,36588,12002,4166,4220,4210,3334,90644,0
47,60,145163,62425,9239,11796,6493,2747,2225,77079,0
38,66,66251,4304,591,4405,568,775,640,20522,0
35,66,197222,96942,60577,41423,20879,12641,5905,416391,0
30,69,88351,44001,25140,7932,11622,4811,1919,97099,0
40,69,115228,21730,1871,5804,1973,2280,2558,96781,0
47,63,274129,73656,25583,10273,12893,18560,6615,304576,0
50,56,164173,97966,8361,40850,21752,11682,9492,365569,0
50,47,37954,70943,5767,6146,4238,5538,6462,360198,0
61,51,348475,25167,8070,17335,7310,14935,7106,355156,0
61,47,591520,69990,13301,5354,10879,14492,4696,325892,0
75,48,12805,21390,5923,12830,6875,13138,5648,353814,0
75,60,77516,25908,16268,5534,4081,3065,979,92312,0
69,60,6183,26234,10764,14177,16780,8855,9612,331389,0
64,70,1953741,106381,83812,55678,22671,25963,24418,74095,0
51,64,714664,231217,25161,24036,5181,21338,11221,87914,0
56,56,1977307,170401,30876,11041,14361,26414,17819,386197,0
66,61,472802,13272,12772,48412,15771,34308,17101,323758,0
64,47,398378,223533,28103,17729,13668,25755,14801,270065,0
78,54,100638,42350,35002,7139,6018,26363,16483,315707,0
77,56,199150,17389,3102,2769,2684,2339,2762,96151,0
57,50,442202,195702,48000,40093,8147,18706,5444,314379,0
70,60,210271,29777,26166,3529,6337,19265,6567,334840,0
66,67,261930,152054,62391,66055,41399,15840,20129,271657,0
70,67,1011613,178813,44746,68506,65335,36103,23815,136854,0
63,74,77727,6917,6764,6092,2834,2765,2660,44304,0
64,75,77638,15807,21941,4685,6676,15149,13691,166047,0
80,60,381696,42123,2731,5655,18645,14881,14735,153230,0
96,63,2600,13980,17874,18596,9605,38945,3125,161259,0
100,54,36117,24622,11340,7546,4808,27181,20702,138085,0
100,48,109210,30333,8719,6450,12483,8558,7975,207199,0
100,60,49801,10160,7397,9955,7991,13570,13942,206909,0
91,69,92935,17815,8120,55859,13310,31874,14401,171201,0
100,74,10642,16327,9781,12126,12502,16798,21765,177828,0
81,66,2071782,280057,48126,49683,55730,26749,58157,300537,0
41,34,143869,109265,520,11802,1958,3229,1614,43611,0
17,27,1545641,161219,21817,38578,73199,7570,2904,289404,0
14,29,1091229,256011,26410,68031,15394,17226,6119,309148,0
20,43,2760250,747408,269233,146651,128144,66064,14418,764372,0
41,60,218152,8705,10875,4382,1533,5657,1652,46537,0
41,48,1786743,309965,5955,14355,35694,12431,9496,443482,0
50,43,619237,45913,5601,3995,3030,6434,5876,58268,0
57,40,789534,85364,12309,21245,5448,19650,6733,122211,0
60,50,771621,207303,73844,27340,11045,31723,6597,538136,0
60,41,1009049,324115,18217,6103,14087,37406,4137,539474,0
51,50,1410485,78757,87364,17489,29763,13179,3689,507959,0
51,48,1800567,586107,113291,132738,63873,88377,6201,1985705,0
51,34,499570,140255,1619,10104,6202,15570,712,150355,0
51,34,207763,81879,29750,44740,33741,14396,10943,67386,0
51,34,640199,51968,28811,37625,26449,33431,18168,12109,0
51,34,355290,43753,11665,8797,3064,5362,2211,1801,0
51,34,1559013,103626,157937,99359,77218,151176,263342,151788,0
51,34,815449,479026,53939,46904,117993,132079,137226,60783,0
51,34,168856,197239,84236,69589,37554,38410,30702,25746,0
51,34,1737533,129039,180662,337650,165695,443589,289281,157177,0
38,37,1242538,1094650,10585,33127,48023,77428,17602,318161,0
41,30,889554,317826,37759,90469,78901,52625,7379,641444,0
41,30,704855,390146,17644,17818,29688,134774,10168,376519,0
61,37,1409796,141932,35927,158083,21998,292594,27905,946295,0
60,50,278745,324834,58332,11308,5022,74178,3298,494174,0
69,66,236495,38211,17722,4832,1055,9677,315,110911,0
84,64,560215,142509,43523,20276,26983,98416,5408,428587,0
84,64,740939,384410,50127,99334,32634,83766,8887,688551,0
43,64,139068,96753,11575,24780,1684,5384,1369,102133,0
34,66,116500,69909,8070,12390,3212,8614,1028,100547,0
26,63,1072518,99467,32271,17983,20058,14627,2019,359958,0
7,75,787837,65933,83523,31480,15795,21045,3457,443989,0
27,83,1850694,15801,67564,18463,35467,20202,2962,427445,0
21,83,645483,53119,1346,16155,2828,4111,953,90763,0
21,80,111991,60275,6920,6787,725,7630,487,86443,0
16,66,735759,412585,40068,36015,19695,33115,2938,492589,0
1,61,1305603,223593,108594,19476,9981,22120,2893,467976,0
3,63,2017900,205211,62549,26485,8115,20482,3389,493699,0
13,67,174999,23814,7631,15110,22946,8220,932,144038,0
14,78,52881,17400,15793,3968,2779,3388,731,57846,0
23,77,786872,585362,79804,170283,20460,100140,7641,1218719,0
29,77,1076132,258604,103177,11046,6202,44107,6318,369330,0
43,69,1359666,417283,90150,9608,11896,246663,15687,1331816,0
57,63,185753,133940,29388,25803,2169,49731,1981,323874,0
69,57,1019100,477731,78447,46786,47739,208046,7917,1258273,0
77,50,1066142,147034,12020,7371,7907,30498,2537,274791,0
60,56,1859807,909276,433623,87420,20229,196725,8487,2088233,0
51,66,1145559,447725,326339,25529,17032,219182,9604,1539358,0
63,75,726757,439977,180019,66031,14651,259984,5186,1311060,0
80,67,1095195,345559,90534,23232,27855,247245,7541,1080373,0
94,66,935792,216821,131318,49503,15797,217801,10921,1308976,0
63,61,233624,543134,102212,20019,17643,19604,4127,364235,0
61,63,75315,16270,3015,2168,1744,8478,255,65397,0
41,60,17040,9187,1083,2515,4200,1265,161,31097,0
24,53,375831,59761,7395,6065,6837,4577,560,117330,0
34,61,1922161,102693,28460,63432,39704,11295,3298,536446,0
16,61,1056705,393643,86723,33741,29346,57248,4224,768642,0
20,57,99715,37872,4655,1900,2089,5468,444,71012,0
23,63,1353486,301896,107619,52904,21470,40584,4217,883577,0
30,60,326571,446661,131793,37389,9536,66405,2873,663272,0
26,63,901890,43852,7734,16339,5203,5509,799,114950,0
38,75,1514369,124982,125395,7384,16465,83395,3429,1168278,0
43,80,613685,117327,111785,31659,10775,29449,2446,407796,0
51,83,607046,394531,279778,19826,16469,160484,4546,1201923,0
63,87,518853,464248,378111,23074,10352,154034,2479,1069849,0
64,84,1053580,253644,189087,35769,21778,164341,3117,917630,0
63,83,396229,296800,230276,25473,18453,58195,7959,812481,0
54,80,1090766,366388,111713,47565,19428,69149,3153,812943,0
60,77,1182529,199056,99435,24572,15667,79275,12732,680739,0
35,80,661275,274263,298452,21562,25116,31734,4265,650270,0
41,77,79356,34749,12214,6848,4947,9225,3246,124429,0
30,78,457425,368076,205798,18362,24994,32726,5404,563392,0
43,70,901614,20355,8566,8764,9632,8117,5427,165011,0
21,70,1318772,406419,134926,49603,35749,19711,11000,353506,0
27,67,925955,347786,58114,75219,26574,44794,34496,475054,0
7,63,488632,225339,11588,22099,9307,3036,1487,95149,0
38,64,1381383,248966,54496,53181,22407,110539,4206,1054209,0
44,66,2067411,571708,213495,99228,23488,80332,3503,882162,0
80,74,497487,278780,106022,35049,4931,171711,4469,818047,0
84,63,2093334,451417,125735,20401,5123,180490,3555,868532,0
88,69,190356,30294,42698,6438,1630,33645,702,219331,0
100,64,106529,80691,35630,4611,2043,42661,925,229069,0
97,64,1493476,165201,41921,47472,8262,73712,2493,863548,0
84,63,616949,377488,70936,27858,14230,38829,3666,589882,0
51,63,707371,1155455,388671,36863,104505,123930,14725,1574693,0
54,69,378618,65690,101050,6792,12041,65071,1968,297473,0
50,70,470876,417607,80444,80878,46189,28440,5246,596204,0
56,64,871222,349746,93213,13763,12426,53420,4542,742814,0
66,50,276633,422282,14033,9867,10124,105326,1548,804700,0
56,43,652884,306028,75358,31142,20276,51283,1541,707967,0
57,38,2061768,499075,30517,85338,168883,37156,12818,1346566,0
47,41,2362499,1080437,352487,98589,99271,54869,19380,1185459,0
37,66,1302183,82888,88088,38628,16255,15389,4721,370987,0
35,66,1823529,234285,51588,39136,39825,29974,13572,540700,0
47,69,1248403,444629,160967,1809,3579,140451,931,864294,0
54,66,164757,93582,20428,2411,5563,10449,1149,154865,0
53,53,1142179,280998,45127,27861,11110,20713,4804,390940,0
38,61,266015,30962,10260,19449,3887,1376,1484,169056,0
20,64,2415049,236882,25840,73449,10432,11097,7672,80028,0
14,74,1445175,50139,49510,8527,34754,6057,3911,106603,0
21,81,1071808,58335,2451,58487,16338,15204,5920,428643,0
27,81,191741,51750,41982,12522,14348,4224,1198,101428,0
34,88,1443645,468046,388857,181766,129828,55328,37701,448062,0
35,91,780779,170166,145396,84716,49024,27011,27363,252358,0
27,94,2145416,114926,190316,16248,18561,17361,32424,210740,0
14,63,73201,100565,7290,12337,4235,3109,990,109375,0
11,50,484350,332376,46764,18616,23330,17697,1954,487712,0
11,51,886946,56570,92926,15679,10207,9897,10039,223281,0
23,67,939540,75415,17012,41453,18858,12757,4009,284623,0
40,90,492477,12663,77981,69751,13973,22868,1907,483614,0
41,94,1187129,136800,10951,46863,26182,8316,5672,300197,0
50,78,1494822,131510,79863,21876,14096,40335,5888,185060,0
44,67,404525,43563,46977,12041,9986,9602,4587,75666,0
64,70,1071356,40778,29546,15119,10936,31354,8129,14201,0
60,80,264458,24764,11737,2566,2516,1573,708,5180,0
60,80,458057,9694,3186,6033,1415,976,361,226,0
60,80,462,138,32,9,2,3,6,60,0
43,70,1845438,322396,31095,28148,6835,11087,4627,322830,0
44,70,1159259,35195,31100,65012,40651,15715,5123,258199,0
38,78,487763,17713,20030,26985,6966,13755,781,144497,0
50,84,167443,16118,8391,15878,5201,4657,457,146841,0
51,83,2395284,709789,56670,56901,21370,29863,4906,468858,0
34,75,590517,31433,5755,6591,3217,727,325,53715,0
23,63,57004,17838,3250,3099,3390,1785,591,57329,0
8,54,958116,206970,13486,57821,17546,6764,2763,230316,0
23,61,535402,35248,8812,11160,10731,11039,1756,187202,0
48,57,133661,6154,2014,1001,3369,1899,737,26354,0
51,60,363954,79737,19249,12728,13536,12889,12579,96639,0
66,70,100834,41487,35390,30560,5588,13048,4965,86931,0
60,69,1045493,190279,42982,29905,16120,27083,13610,40929,0
40,69,346052,329087,93216,15230,54900,11916,20286,251819,0
35,74,2493517,194211,66840,68020,28677,24442,4107,383008,0
24,64,976633,207400,15829,78028,7652,13115,1357,414320,0
30,66,838972,139583,64738,7692,25177,39234,2624,401681,0
38,69,418498,12566,5447,880,784,998,722,25911,0
30,75,2591743,342795,285536,109153,11213,25062,19689,219810,0
41,69,591684,159391,10412,29256,19393,21705,22874,70683,0
37,67,1909449,441714,110327,24080,111050,55970,32500,206756,0
44,60,455861,302177,111673,34318,16257,35520,57978,244238,0
35,54,394673,1217387,94905,23862,71823,50388,47778,425325,0
37,51,283185,106443,42696,9514,7520,12934,13680,55536,0
34,54,1916736,246905,81672,32562,57276,24515,19910,426573,0
29,54,1607869,761218,147582,147351,9273,69462,11025,960350,0
30,63,250538,315772,15719,70088,19460,18134,2315,233650,0
27,63,1388737,140076,61740,6174,42976,11485,6906,256470,0
26,66,174061,16273,3220,6679,1992,1406,815,53643,0
24,64,1508936,117080,13788,39342,26597,8875,3848,315433,0
34,67,289146,19111,8473,4523,7610,2843,1643,80281,0
34,70,1043758,46280,12740,16747,8958,4376,6831,93445,0
44,74,984473,52185,55770,19168,42798,24209,19156,126528,0
51,64,639677,193633,13416,16748,9577,19527,13682,674610,0
50,67,1266215,109230,58898,19462,6307,15174,2941,364772,0
57,67,1110922,91658,54638,13653,12435,19416,1938,417139,0
54,60,618104,259021,22609,50115,31242,41908,5022,455332,0
44,66,349245,182460,37775,35580,63419,8776,3578,273975,0
27,51,622395,66525,4563,2448,13300,1218,1478,38918,0
23,47,264419,431392,69382,63297,9696,43890,6674,178683,0
11,54,1141744,447986,22123,385682,60761,33500,8534,826930,0
26,63,876302,139713,41774,35902,5533,20415,3831,228483,0
8,56,574097,499907,26299,48050,31670,7404,15330,286562,0
7,50,594054,539482,30726,129351,21839,24496,38929,221866,0
4,54,108185,131678,31938,3515,5370,3944,3744,28993,0
1,48,88350,65748,3832,11124,6205,4571,1528,69020,0
7,51,917037,330728,72795,12165,25351,9622,3873,362277,0
13,50,673644,70423,7930,6818,3790,5023,1042,54186,0
13,47,1550143,1134392,133211,92472,58468,34686,29999,533968,0
16,50,181776,9027,1736,2346,2340,1016,485,8254,0
27,61,322830,33883,58745,13392,32645,6780,6601,123463,0
